Date, Close/Last, Volume, Open, High, Low
11/01/2012, $62.985, 6143080, $61.66, $63.175, $61.5975
10/31/2012, $61.515, 3454348, $62.295, $62.5, $61.295
10/26/2012, $61.805, 4474376, $60.92, $61.925, $60.66
10/25/2012, $60.82, 4125110, $60.945, $61.47, $60.475
10/24/2012, $60.435, 4859304, $61.715, $61.85, $60.15
10/23/2012, $61.61, 3779422, $61.485, $61.86, $60.965
10/22/2012, $62.17, 3568482, $61.895, $62.585, $61.635
10/19/2012, $61.885, 5072288, $62.78, $62.95, $61.56
10/18/2012, $62.67, 6809032, $62.025, $64.19, $61.56
10/17/2012, $61.865, 5034088, $61.565, $61.995, $60.69
10/16/2012, $61.7, 3163936, $61.015, $61.82, $60.665
10/15/2012, $60.465, 3294106, $60.59, $60.965, $59.885
10/12/2012, $60.525, 3371240, $60.66, $60.99, $60.06
10/11/2012, $60.46, 3067306, $60.975, $61.06, $60.45
10/10/2012, $60.465, 2270872, $60.625, $60.92, $60.2
10/09/2012, $60.63, 2924852, $61.4, $61.724, $60.63
10/08/2012, $61.32, 1920086, $60.97, $61.595, $60.845
10/05/2012, $61.08, 2936984, $61.14, $61.575, $60.82
10/04/2012, $60.785, 3938292, $60.675, $61.285, $60.4
10/03/2012, $60.32, 3515286, $59.715, $60.36, $59.395
10/02/2012, $59.55, 3369080, $59.595, $59.74, $59.1
10/01/2012, $59.265, 3715040, $59.49, $59.64, $59.06
09/28/2012, $59.35, 5109216, $59.06, $59.5125, $58.43
09/27/2012, $59.255, 5433298, $59.7, $59.795, $59.025
09/26/2012, $59.46, 4062194, $59.995, $60.3, $59.2555
09/25/2012, $60.19, 4047130, $60.725, $60.99, $60.105
09/24/2012, $60.555, 4223118, $59.38, $60.725, $59.3
09/21/2012, $59.685, 6768868, $60.635, $60.715, $59.635
09/20/2012, $60.475, 10176018, $60.565, $61.17, $59.73
09/19/2012, $62.525, 4287564, $62.62, $62.92, $61.755
09/18/2012, $63.31, 2943150, $63.275, $63.3575, $62.655
09/17/2012, $63.455, 3519112, $64.145, $64.145, $63.075
09/14/2012, $64.215, 5892064, $63.425, $64.635, $63.1375
09/13/2012, $63.235, 3158038, $62.365, $63.535, $61.9
09/12/2012, $62.47, 2272522, $62.025, $62.6, $61.89
09/11/2012, $62.095, 2776576, $61.425, $62.25, $61.385
09/10/2012, $61.43, 2876930, $61.14, $61.685, $60.995
09/07/2012, $61.125, 3503972, $60.39, $61.19, $60.38
09/06/2012, $60.62, 3626248, $59.945, $60.8, $59.85
09/05/2012, $59.615, 5128746, $61, $61, $59.28
09/04/2012, $61.13, 3864300, $60.785, $61.43, $60.315
08/31/2012, $60.72, 2950174, $60.96, $61.1, $60.545
08/30/2012, $60.7, 2408812, $61.045, $61.12, $60.61
08/29/2012, $61.39, 3273262, $61.72, $61.755, $61.315
08/28/2012, $61.75, 2554338, $61.79, $62.24, $61.625
08/27/2012, $61.825, 2174904, $62.125, $62.25, $61.635
08/24/2012, $61.995, 2573092, $61.67, $62.215, $61.54
08/23/2012, $61.895, 2455332, $62.235, $62.235, $61.46
08/22/2012, $62.345, 2447200, $62.145, $62.57, $61.87
08/21/2012, $62.36, 2422552, $62.23, $62.67, $62.04
08/20/2012, $62.16, 2834342, $62.5, $62.625, $61.85
08/17/2012, $62.505, 2925006, $62.45, $62.769, $62.185
08/16/2012, $62.46, 3953208, $61.72, $62.665, $61.675
08/15/2012, $61.855, 3894048, $60.645, $62.002, $60.615
08/14/2012, $60.84, 2512116, $61.24, $61.25, $60.69
08/13/2012, $60.845, 3090018, $60.775, $61.02, $60.58
08/10/2012, $61.005, 3318516, $60.505, $61.25, $60.4
08/09/2012, $60.645, 2999528, $60.8, $61.125, $60.375
08/08/2012, $61, 3609448, $61.61, $61.695, $60.7755
08/07/2012, $61.625, 3188242, $62.145, $62.26, $61.615
08/06/2012, $61.695, 2637708, $62.555, $62.6, $61.685
08/03/2012, $62.27, 5971838, $61.965, $63.455, $61.845
08/02/2012, $60.9, 3551028, $60.45, $61.18, $60.155
08/01/2012, $60.795, 3411758, $61.545, $61.615, $60.59
07/31/2012, $61.305, 2995630, $61.465, $61.89, $61.185
07/30/2012, $61.57, 3574930, $61.18, $61.835, $60.935
07/27/2012, $61.24, 4411184, $60.88, $61.675, $60.675
07/26/2012, $60.405, 4896626, $59.82, $60.5, $59.675
07/25/2012, $58.695, 5903870, $58.565, $59.01, $58.015
07/24/2012, $58.395, 4775308, $58.55, $59.305, $57.85
07/23/2012, $58.645, 5967820, $58.89, $59.265, $58.355
07/20/2012, $59.8, 7558994, $61.05, $61.175, $59.495
07/19/2012, $61.385, 11078366, $59.745, $61.7795, $59.64
07/18/2012, $59.3, 6499600, $58.875, $59.67, $58.6701
07/17/2012, $59.17, 3746714, $59.235, $59.625, $58.61
07/16/2012, $58.98, 3262132, $58.835, $59.435, $58.775
07/13/2012, $59.075, 4899062, $58.24, $59.22, $58.025
07/12/2012, $58.145, 3718474, $57.735, $58.5, $57.69
07/11/2012, $58.26, 4424554, $58.175, $58.7379, $57.915
07/10/2012, $58.23, 3938020, $59.46, $59.62, $57.98
07/09/2012, $58.995, 4962880, $58.21, $59.23, $58.185
07/06/2012, $58.375, 7092450, $58.55, $58.795, $58.21
07/05/2012, $59.125, 6114752, $59.27, $59.46, $58.845
07/03/2012, $59.475, 2289496, $59.37, $59.48, $59.075
07/02/2012, $59.28, 3735296, $59.945, $59.97, $58.63
06/29/2012, $59.655, 5701050, $58.64, $59.665, $58.445
06/28/2012, $57.66, 3695324, $57.15, $57.78, $56.3009
06/27/2012, $57.395, 2754684, $57.435, $57.71, $57.04
06/26/2012, $57.34, 3901114, $57.145, $57.505, $56.48
06/25/2012, $56.965, 4325826, $57.595, $57.665, $56.44
06/22/2012, $58.24, 19160824, $56.5, $58.27, $56.5
06/21/2012, $57.73, 6607204, $58.76, $59.295, $57.665
06/20/2012, $58.645, 5617440, $58.925, $58.98, $58.1
06/19/2012, $59.205, 5313726, $59.53, $59.91, $59.01
06/18/2012, $59.095, 5786870, $57.26, $59.495, $57.1651
06/15/2012, $57.435, 6621228, $57.35, $57.71, $57
06/14/2012, $56.82, 3502070, $56.275, $57.1039, $55.805
06/13/2012, $56.15, 3973664, $55.58, $56.815, $55.535
06/12/2012, $56.085, 4125322, $55, $56.11, $54.885
06/11/2012, $54.805, 3341880, $55.64, $55.98, $54.715
06/08/2012, $55.32, 4000940, $54.865, $55.38, $54.31
06/07/2012, $55.14, 4941324, $56.09, $56.5, $55.02
06/06/2012, $55.09, 4088898, $53.69, $55.12, $53.675
06/05/2012, $53.54, 4639940, $52.96, $53.8199, $52.76
06/04/2012, $53.225, 6250426, $54.085, $54.245, $52.5705
